order_item_id,order_id,product_id,quantity,subtotal
1065,476,652,2,1136.36
1066,1274,870,2,1754.18
1067,1939,216,4,3632.12
1068,302,386,1,419.3
1069,180,699,5,1593.5
1070,669,689,3,2464.8
1071,1112,861,4,3401.96
1072,383,763,5,2226.9
1073,368,497,4,2704.6
1074,1467,731,2,856.38
1075,971,184,4,3013.92
1076,356,258,1,792.41
1077,1099,271,3,1456.8
1078,1908,262,5,3740.9
1079,1712,962,3,791.19
1080,1385,138,1,420.62
1081,1748,222,5,4804.0
1082,629,663,5,506.35
1083,1175,398,5,4025.35
1084,1937,790,3,2238.12
1085,372,124,4,824.68
1086,458,230,2,1287.54
1087,1088,162,5,1869.55
1088,1606,700,1,450.91
1089,406,119,1,515.52
1090,979,916,5,2871.75
1091,1291,523,1,114.59
1092,933,188,1,185.33
1093,1350,993,1,843.37
1094,168,77,2,894.96
1095,1097,930,4,1161.32
1096,552,636,4,2296.92
1097,1754,332,1,664.42
1098,530,41,3,511.26
1099,258,258,4,3169.64
1100,322,349,2,1969.8
1101,889,968,1,416.05
1102,1944,263,5,2448.9
1103,1857,666,2,143.66
1104,392,385,3,1954.02
1105,588,472,1,377.25
1106,1299,898,5,4635.85
1107,255,354,1,235.52
1108,9,699,2,637.4
1109,536,554,5,869.05
1110,1056,565,5,1751.1
1111,1093,547,5,4249.7
1112,1568,913,2,1204.18
1113,1497,226,5,2203.45
1114,596,586,3,1597.38
1115,1064,780,5,4775.95
1116,415,419,3,1815.45
1117,1755,517,4,1160.72
1118,107,491,3,2091.57
1119,1184,15,1,975.05
1120,775,292,1,915.4
1121,733,159,2,1807.14
1122,677,589,4,3784.44
1123,1862,71,5,2946.75
1124,205,969,1,907.32
1125,1304,858,1,300.63
1126,1419,731,2,856.38
1127,1369,880,1,406.27
1128,250,364,4,3978.04
1129,1570,979,1,55.54
1130,680,29,2,1152.44
1131,527,398,2,1610.14
1132,1316,896,4,463.56
1133,1041,549,1,713.3
1134,128,90,2,1630.28
1135,1429,335,3,1992.36
1136,1308,628,2,364.14
1137,1342,215,4,2859.12
1138,1372,210,2,889.22
1139,920,196,5,2119.1
1140,814,222,2,1921.6
1141,1585,381,3,2461.95
1142,1514,254,4,927.52
1143,1024,792,1,591.0
1144,1176,922,3,2771.01
1145,1772,354,2,471.04
1146,625,377,3,2293.62
1147,1092,746,3,1712.37
1148,1152,393,2,520.4
1149,1565,304,2,14.9
1150,1584,571,5,542.2
1151,1346,389,1,827.93
1152,349,771,5,784.8
1153,306,48,4,2989.92
1154,914,476,2,323.08
1155,1856,660,1,103.47
1156,1181,327,5,239.25
1157,642,859,5,4818.55
1158,173,392,2,1452.4
1159,1237,542,4,270.6
1160,1850,343,5,1581.25
1161,1313,470,2,875.92
1162,622,759,3,933.33
1163,586,364,1,994.51
1164,1593,841,2,591.82
1165,1886,930,5,1451.65
1166,951,544,4,2675.64
1167,1012,350,4,3616.84
1168,45,407,5,597.1
1169,300,608,5,4435.7
1170,779,665,2,474.18
1171,469,714,2,1118.22
1172,698,126,3,1984.86
1173,122,761,4,852.44
1174,980,661,1,507.52
1175,1537,11,3,2695.47
1176,514,55,3,368.01
1177,1629,175,5,2434.35
1178,718,237,3,2691.09
1179,1426,493,5,3485.75
1180,1503,425,2,879.76
1181,1276,847,1,349.76
1182,1644,657,5,2465.4
1183,616,213,2,981.94
1184,1057,490,1,802.8
1185,801,614,1,324.41
1186,1828,937,1,218.89
1187,1263,940,2,1055.7
1188,1623,724,2,1776.76
1189,120,566,5,4689.5
1190,59,802,2,1910.12
1191,598,562,1,979.59
1192,586,734,1,749.57
1193,671,948,5,1152.1
1194,773,939,5,170.35
1195,755,856,1,92.58
1196,1845,588,4,2025.64
1197,846,36,2,1947.54
1198,1387,863,1,926.8
1199,834,904,4,881.24
1200,1230,460,1,254.83
1201,1211,219,1,508.82
1202,140,27,2,1556.46
1203,3,272,1,979.38
1204,224,832,1,397.95
1205,203,336,4,1795.76
1206,16,364,4,3978.04
1207,769,21,4,2520.52
1208,645,241,4,3625.68
1209,1532,735,4,1170.88
1210,97,479,4,3722.8
1211,564,532,2,885.52
1212,1373,833,5,2088.3
1213,1759,415,4,3444.84
1214,1465,710,4,2891.8
1215,486,197,2,565.6
1216,1909,774,5,4133.5
1217,540,918,1,364.08
1218,794,24,4,1878.08
1219,564,668,2,743.86
1220,1218,924,3,1828.23
1221,939,189,3,345.57
1222,1068,873,1,733.88
1223,887,522,2,237.6
1224,472,150,2,1734.9
1225,1467,390,3,138.03
1226,1129,67,1,564.21
1227,495,443,1,901.36
1228,1100,199,4,1377.2
1229,741,161,3,1715.1
1230,214,243,5,2228.35
1231,62,917,2,948.38
1232,1351,406,3,246.63
1233,420,636,5,2871.15
1234,674,751,2,433.44
1235,1861,158,5,1198.1
1236,755,942,4,3164.72
1237,444,558,4,2694.6
1238,65,177,5,791.3
1239,1005,778,1,864.58
1240,1805,771,5,784.8
1241,1377,996,3,201.06
1242,1875,939,4,136.28
1243,281,328,2,1965.42
1244,536,94,4,2516.72
1245,1766,445,2,866.36
1246,550,99,4,2401.24
1247,1544,991,1,822.15
1248,1326,801,2,1706.22
1249,82,402,2,767.86
1250,1508,774,4,3306.8
1251,95,431,4,1860.24
1252,1072,146,1,18.9
1253,515,249,1,851.59
1254,1859,17,3,2297.13
1255,1546,254,2,463.76
1256,1034,577,5,3692.6
1257,487,925,5,1310.3
1258,1548,763,1,445.38
1259,991,543,4,2162.4
1260,123,890,1,23.98
1261,1514,496,1,254.02
1262,449,954,1,246.23
1263,1977,24,3,1408.56
1264,1725,929,3,1188.18
1265,460,228,4,619.6
1266,1678,773,5,1028.9
1267,1245,259,2,938.12
1268,77,46,3,44.85
1269,291,200,4,353.8
1270,1331,579,5,479.85
1271,1357,122,5,566.1
1272,1864,489,3,290.16
1273,1448,972,2,1131.62
1274,823,72,2,1963.5
1275,1570,776,3,766.41
1276,332,962,2,527.46
1277,745,168,1,227.63
1278,1594,424,1,90.53
1279,1298,184,1,753.48
1280,1009,668,2,743.86
1281,1044,123,3,620.61
1282,1806,109,4,1171.24
1283,1323,966,1,572.9
1284,1126,805,2,1970.98
1285,1452,35,5,1668.15
1286,1486,572,3,179.73
1287,140,325,2,1205.66
1288,625,370,1,614.06
1289,714,684,2,26.1
1290,1402,111,3,384.54
1291,1926,869,4,517.56
1292,935,478,5,4453.95
1293,230,477,5,2780.05
1294,203,20,5,4252.6
1295,494,340,5,2991.75
1296,1612,680,2,1524.36
1297,1434,205,3,241.11
1298,406,251,1,175.76
1299,1195,242,1,882.98
1300,174,381,1,820.65
1301,1177,210,3,1333.83
1302,1100,140,1,393.68
1303,1003,43,4,904.28
1304,1257,432,4,685.52
1305,1459,56,2,654.68
1306,1607,894,1,523.7
1307,151,174,4,3992.4
1308,835,592,5,316.0
1309,1563,299,3,2733.87
1310,1592,369,5,125.4
1311,1934,823,2,734.52
1312,1654,348,4,2111.2
1313,878,480,5,4278.55
1314,1498,826,3,2899.77
1315,1703,855,2,587.38
1316,722,671,5,2564.3
1317,1544,817,4,2059.92
1318,293,68,5,4527.0
1319,874,647,3,1514.25
1320,1011,506,4,989.72
1321,1846,377,1,764.54
1322,1006,434,2,616.66
1323,1294,456,3,2197.08
1324,309,651,2,740.24
1325,1655,812,4,2589.84
1326,1150,916,5,2871.75
1327,586,732,3,2002.89
1328,39,875,2,1272.14
1329,235,853,3,564.24
1330,1675,544,3,2006.73
1331,89,946,5,3817.75
1332,590,869,1,129.39
1333,1571,179,4,2805.56
1334,1367,907,2,834.24
1335,1702,872,3,746.16
1336,1751,406,3,246.63
1337,1349,208,5,756.05
1338,1685,753,5,2841.8
1339,1558,444,3,2207.01
1340,929,824,1,27.88
1341,975,333,5,2657.9
1342,1036,978,3,1542.84
1343,1390,520,2,13.72
1344,715,552,1,999.06
1345,871,292,2,1830.8
1346,959,759,5,1555.55
1347,478,501,3,1632.93
1348,1125,211,1,206.17
1349,1408,327,3,143.55
1350,757,862,3,1382.91
1351,839,878,2,1925.26
1352,86,831,3,2299.08
1353,1561,891,5,1499.4
1354,920,657,4,1972.32
1355,1757,527,5,479.2
1356,1019,76,4,1652.92
1357,642,72,1,981.75
1358,492,666,4,287.32
1359,1774,915,4,2122.24
1360,896,866,3,643.71
1361,946,66,4,3443.92
1362,1406,359,2,681.88
1363,1059,84,4,832.32
1364,1917,101,4,1788.0
1365,1757,962,1,263.73
1366,3,573,5,3983.3
1367,1528,21,1,630.13
1368,516,174,5,4990.5
1369,1950,738,3,1924.77
1370,1255,934,2,931.74
1371,322,504,4,1625.88
1372,616,189,5,575.95
1373,117,798,3,1944.57
1374,54,108,4,3882.76
1375,186,540,2,1122.58
1376,26,108,1,970.69
1377,1433,81,4,390.24
1378,1341,55,2,245.34
1379,1993,690,1,923.57
1380,1031,435,4,3971.28
1381,918,196,1,423.82
1382,1156,453,4,250.12
1383,1204,476,5,807.7
1384,1813,824,4,111.52
1385,233,469,3,1377.57
1386,1492,824,1,27.88
1387,1040,570,5,357.7
1388,1949,242,1,882.98
1389,379,980,4,3389.72
1390,1935,316,4,3530.04
1391,1666,657,3,1479.24
1392,442,797,2,1972.66
1393,959,393,5,1301.0
1394,1302,3,4,74.08
1395,1433,664,2,1746.48
1396,845,352,3,2047.23
1397,1119,925,4,1048.24
1398,620,781,2,1684.26
1399,295,990,4,3427.6
1400,1810,312,5,4619.75
1401,81,57,2,1132.2
1402,1277,131,3,646.71
1403,534,479,3,2792.1
1404,1979,124,1,206.17
1405,399,6,1,477.2
1406,577,949,5,1994.1
1407,266,973,1,19.45
1408,1661,599,1,594.52
1409,594,123,2,413.74
1410,358,176,4,3581.32
1411,1616,599,1,594.52
1412,244,946,4,3054.2
1413,410,820,4,1067.56
1414,1882,781,1,842.13
1415,1375,695,5,1145.25
1416,1004,591,3,1242.33
1417,1024,486,5,992.85
1418,1085,843,3,2794.65
1419,1126,502,2,815.5
1420,1537,74,5,2258.45
1421,536,190,4,2138.6
1422,1295,483,3,2593.17
1423,1582,307,3,2559.09
1424,496,928,3,2630.19
1425,1410,245,4,1407.8
1426,970,537,2,197.76
1427,207,163,5,2749.95
1428,1616,388,2,1100.72
1429,1344,234,5,940.55
1430,1567,949,4,1595.28
1431,277,430,3,2422.62
1432,1672,329,2,751.88
1433,258,177,3,474.78
1434,862,4,2,608.24
1435,612,778,1,864.58
1436,1808,952,1,420.43
1437,826,639,4,1914.28
1438,500,363,5,351.2
1439,565,577,2,1477.04
1440,1088,618,5,1735.1
1441,53,155,1,618.29
1442,1848,603,3,141.24
1443,1275,732,1,667.63
1444,1720,762,5,4539.05
1445,348,477,2,1112.02
1446,1861,223,4,3065.28
1447,228,268,4,825.8
1448,1848,752,5,2498.2
1449,1454,887,2,1491.12
1450,571,108,2,1941.38
1451,81,230,1,643.77
1452,932,582,5,4085.2
1453,1768,685,4,2519.32
1454,1720,584,2,113.02
1455,1075,57,1,566.1
1456,251,912,3,1908.45
1457,232,509,2,1421.74
1458,651,761,4,852.44
1459,790,28,5,79.0
1460,547,987,3,1405.62
1461,142,686,3,2293.35
1462,1073,90,2,1630.28
1463,448,844,3,2955.87
1464,263,715,4,2267.2
1465,1309,268,4,825.8
1466,147,713,3,1967.55
1467,248,457,2,126.9
1468,1644,891,5,1499.4
1469,21,913,3,1806.27
1470,1222,290,3,2415.18
1471,620,415,2,1722.42
1472,339,826,2,1933.18
1473,1045,927,3,263.76
1474,1288,397,1,820.04
1475,1564,753,2,1136.72
1476,1770,146,2,37.8
1477,1568,2,4,154.0
1478,1951,750,1,9.2
1479,571,315,3,2676.18
1480,722,612,2,1354.5
1481,1098,274,4,1681.08
1482,1841,429,1,95.99
1483,1021,699,3,956.1
1484,866,640,3,682.35
1485,1435,953,5,3544.15
1486,1244,232,5,35.2
1487,1682,293,5,3801.0
1488,1306,646,4,384.4
1489,623,310,1,325.74
1490,615,763,2,890.76
1491,1362,490,4,3211.2
1492,375,363,1,70.24
1493,1121,87,5,1690.6
1494,533,766,3,2174.37
1495,174,615,3,2862.78
1496,1722,816,1,243.67
1497,221,132,5,3656.6
1498,438,55,3,368.01
1499,1988,267,1,967.17
1500,1988,955,2,971.86
1501,1131,12,2,663.92
1502,683,442,3,984.54
1503,1453,68,2,1810.8
1504,625,670,1,684.66
1505,644,237,2,1794.06
1506,1663,882,4,1423.28
1507,247,1,4,1318.72
1508,926,889,5,4106.15
1509,7,175,2,973.74
1510,1017,269,3,2715.45
1511,41,999,5,378.7
1512,877,874,5,1982.5
1513,326,252,5,1379.05
1514,969,712,2,1891.54
1515,865,251,3,527.28
1516,588,144,4,3781.6
1517,1066,504,3,1219.41
1518,1298,379,4,2554.44
1519,1684,251,3,527.28
1520,1094,839,1,761.82
1521,338,487,4,3156.2
1522,1712,161,4,2286.8
1523,1998,466,2,1227.04
1524,1732,794,3,1168.35
1525,441,278,4,716.6
1526,1936,55,4,490.68
1527,1194,777,3,822.39
1528,1354,751,1,216.72
1529,160,149,4,353.4
1530,353,391,4,2391.44
1531,45,23,5,3219.5
1532,1613,868,5,1278.05
1533,1022,588,1,506.41
1534,846,681,3,1169.76
1535,898,410,4,447.08
1536,634,298,4,889.48
1537,1192,567,1,336.97
1538,827,846,4,1500.16
1539,937,15,5,4875.25
1540,1456,668,3,1115.79
1541,452,364,4,3978.04
1542,1993,132,1,731.32
1543,1372,281,2,1329.88
1544,1575,331,4,1075.88
1545,330,365,3,2011.23
1546,1983,674,3,1847.4
1547,1442,594,4,782.76
1548,527,333,2,1063.16
1549,315,882,2,711.64
1550,237,918,1,364.08
1551,1844,164,1,557.51
1552,1162,605,3,1873.59
1553,76,563,2,1535.58
1554,1663,960,5,1375.9
1555,1050,456,1,732.36
1556,1981,167,5,453.7
1557,250,777,5,1370.65
1558,310,169,1,785.54
1559,1857,168,5,1138.15
1560,1229,486,2,397.14
1561,885,867,5,4665.9
1562,934,114,3,1771.53
1563,456,570,2,143.08
1564,167,860,4,1070.16
1565,1314,153,4,3163.0
1566,967,309,4,2718.96
1567,1884,408,5,2365.7
1568,2000,722,5,4628.45
1569,429,92,2,1219.18
1570,1775,925,4,1048.24
1571,588,464,1,562.64
1572,605,62,1,255.67
1573,164,888,3,1153.26
1574,1287,926,1,530.63
1575,1084,417,4,1318.4
1576,1947,63,4,3988.12
1577,880,329,5,1879.7
1578,1565,967,2,1310.56
1579,1071,736,4,2720.6
1580,691,521,5,3177.05
1581,97,619,2,290.36
1582,141,990,3,2570.7
1583,707,418,3,2168.37
1584,1972,538,5,3592.5
1585,237,375,1,373.43
1586,1515,123,4,827.48
1587,1657,196,4,1695.28
1588,355,604,5,1490.3
1589,8,421,2,1514.56
1590,1996,238,3,2967.96
1591,340,918,5,1820.4
1592,699,280,5,3604.3
1593,1603,153,2,1581.5
1594,845,595,1,826.51
1595,1863,684,2,26.1
1596,937,844,1,985.29
1597,1284,221,1,459.56
1598,1072,635,1,816.4
1599,1575,722,3,2777.07
1600,290,643,5,1997.15
1601,306,979,4,222.16
1602,735,842,2,1940.98
1603,1462,185,2,1575.38
1604,1502,744,4,2131.24
1605,130,707,1,756.7
1606,240,50,4,2715.32
1607,538,453,4,250.12
1608,1728,752,1,499.64
1609,1503,937,5,1094.45
1610,815,591,3,1242.33
1611,1404,138,2,841.24
1612,747,566,3,2813.7
1613,632,14,2,1365.8
1614,734,650,5,1830.05
1615,1365,752,5,2498.2
1616,1498,831,4,3065.44
1617,1131,27,3,2334.69
1618,1362,135,5,3106.2
1619,1314,759,2,622.22
1620,329,467,1,499.81
1621,289,498,2,985.9
1622,1833,686,4,3057.8
1623,478,107,4,3048.2
1624,1114,25,2,1127.36
1625,184,257,2,1908.1
1626,96,730,2,928.8
1627,310,789,2,401.06
1628,171,612,4,2709.0
1629,1580,279,5,3333.85
1630,789,845,1,986.57
1631,838,109,1,292.81
1632,430,360,3,2850.03
1633,1685,574,3,2651.73
1634,1847,473,2,1726.8
1635,590,257,4,3816.2
1636,851,988,1,577.65
1637,24,693,2,309.2
1638,290,232,3,21.12
1639,1983,297,5,4242.7
1640,1491,833,3,1252.98
1641,15,447,2,559.96
1642,1816,371,2,1728.44
1643,667,633,4,1911.52
1644,472,181,5,4411.45
1645,194,894,5,2618.5
1646,1939,519,2,1828.52
1647,1695,493,2,1394.3
1648,1983,912,4,2544.6
1649,153,425,1,439.88
1650,1838,23,4,2575.6
1651,370,41,4,681.68
1652,1711,285,4,3968.6
1653,1321,437,4,3745.6
1654,1193,707,3,2270.1
1655,380,536,5,2877.2
1656,121,826,5,4832.95
1657,310,439,1,739.05
1658,1710,516,4,3575.0
1659,517,300,1,882.93
1660,1449,388,1,550.36
1661,896,936,1,126.34
1662,608,399,1,194.43
1663,47,920,4,2570.4
1664,737,669,4,3997.12
1665,121,379,2,1277.22
1666,301,853,3,564.24
1667,1848,555,3,1246.71
1668,194,323,2,1472.8
1669,305,409,1,408.4
1670,1271,402,4,1535.72
1671,460,156,5,3521.9
1672,775,665,4,948.36
1673,372,580,1,694.97
1674,67,959,5,1467.15
1675,1964,346,1,562.92
1676,940,717,1,984.74
1677,253,983,3,901.17
1678,280,218,1,602.3
1679,1486,208,5,756.05
1680,90,795,5,3719.3
1681,1092,794,1,389.45
1682,48,856,2,185.16
1683,1860,66,3,2582.94
1684,1603,431,5,2325.3
1685,893,868,4,1022.44
1686,1165,596,5,4966.8
1687,1166,844,5,4926.45
1688,852,575,4,2136.4
1689,466,200,1,88.45
1690,1313,165,4,1240.44
1691,1450,26,2,53.34
1692,1638,365,5,3352.05
1693,771,781,3,2526.39
1694,1761,779,3,1068.69
1695,1953,935,3,2755.95
1696,1930,610,4,2889.92
1697,164,323,3,2209.2
1698,1528,388,3,1651.08
1699,1799,260,2,1902.9
1700,1423,55,5,613.35
1701,345,163,2,1099.98
1702,1277,48,5,3737.4
1703,122,857,3,2831.43
1704,503,355,4,1027.92
1705,1262,722,1,925.69
1706,1293,580,2,1389.94
1707,1601,534,5,3789.15
1708,71,402,3,1151.79
1709,186,903,2,1301.14
1710,922,608,1,887.14
1711,643,514,3,1925.85
1712,1858,418,3,2168.37
1713,611,877,3,1796.07
1714,1604,885,5,623.65
1715,1262,135,1,621.24
1716,1343,555,4,1662.28
1717,1756,116,5,1143.6
1718,932,610,2,1444.96
1719,847,366,5,2307.8
1720,1620,531,1,670.33
1721,1987,99,5,3001.55
1722,1868,669,2,1998.56
1723,1152,480,3,2567.13
1724,1852,298,4,889.48
1725,499,386,5,2096.5
1726,1461,664,5,4366.2
1727,1668,16,2,860.7
1728,653,427,1,691.96
1729,1822,580,3,2084.91
1730,1500,305,4,3123.68
1731,1446,189,5,575.95
1732,1716,89,1,51.44
1733,985,62,3,767.01
1734,153,190,2,1069.3
1735,44,447,2,559.96
1736,1583,62,4,1022.68
1737,495,569,1,554.57
1738,1996,361,3,20.94
1739,1656,278,2,358.3
1740,1626,970,1,438.76
1741,1359,367,3,70.38
1742,1014,363,1,70.24
1743,435,649,5,1480.75
1744,654,161,5,2858.5
1745,417,574,4,3535.64
1746,1882,637,3,2116.17
1747,915,657,1,493.08
1748,772,242,1,882.98
1749,420,957,3,1662.57
1750,1643,638,5,3297.6
1751,920,577,5,3692.6
1752,481,705,3,1148.28
1753,1192,694,4,1816.56
1754,1540,313,3,492.03
1755,176,894,3,1571.1
1756,600,320,4,2660.24
1757,1191,273,4,2445.88
1758,1958,91,1,352.38
1759,1352,464,2,1125.28
1760,1526,695,2,458.1
1761,1815,9,1,565.37
1762,895,253,4,3950.28
1763,1874,112,5,2365.2
1764,689,882,4,1423.28
1765,875,460,3,764.49
1766,332,524,4,3809.76
1767,194,23,3,1931.7
1768,756,608,3,2661.42
1769,1219,774,3,2480.1
1770,469,843,3,2794.65
1771,1101,153,1,790.75
1772,601,95,3,2693.76
1773,1721,839,4,3047.28
1774,1082,158,5,1198.1
1775,919,296,1,506.2
1776,1091,117,4,902.72
1777,448,161,5,2858.5
1778,77,737,4,2319.68
1779,1467,34,3,243.75
1780,291,934,3,1397.61
1781,587,995,2,1936.5
1782,1731,665,3,711.27
1783,1012,230,4,2575.08
1784,1885,975,2,831.38
1785,1135,566,5,4689.5
1786,1633,868,2,511.22
1787,761,259,3,1407.18
1788,1540,497,1,676.15
1789,366,981,5,2424.25
1790,71,314,3,1003.08
1791,1383,480,3,2567.13
1792,594,33,5,2123.9
1793,1187,768,3,831.9
1794,9,142,1,414.2
1795,1736,964,4,117.28
1796,1777,201,1,377.3
1797,1938,250,2,1399.78
1798,224,118,3,136.29
1799,16,605,1,624.53
1800,512,501,4,2177.24
1801,808,648,3,1305.72
1802,1545,835,3,1746.09
1803,1591,238,2,1978.64
1804,957,134,1,683.18
1805,584,399,1,194.43
1806,239,73,4,84.52
1807,1880,786,5,825.95
1808,89,678,1,332.12
1809,393,420,2,1656.04
1810,1133,358,2,401.28
1811,1816,367,5,117.3
1812,1804,462,2,926.72
1813,1768,462,2,926.72
1814,1848,223,3,2298.96
1815,302,45,3,2065.08
1816,1789,956,2,1162.08
1817,1792,894,4,2094.8
1818,440,359,3,1022.82
1819,446,666,5,359.15
1820,1217,14,3,2048.7
1821,1029,517,3,870.54
1822,1728,762,1,907.81
1823,409,844,5,4926.45
1824,1762,422,2,1102.4
1825,1325,662,2,171.92
1826,1862,49,1,555.05
1827,1310,271,5,2428.0
1828,1010,416,3,1363.05
1829,1280,479,4,3722.8
1830,1369,100,5,1806.55
1831,638,690,4,3694.28
1832,241,951,2,1120.88
1833,1891,619,2,290.36
1834,528,90,3,2445.42
1835,1956,971,1,941.0
1836,1233,217,5,4480.45
1837,1938,872,1,248.72
1838,1913,45,3,2065.08
1839,58,897,4,943.4
1840,1658,320,4,2660.24
1841,244,14,5,3414.5
1842,1478,659,4,897.8
1843,34,640,5,1137.25
1844,1211,857,4,3775.24
1845,765,402,1,383.93
1846,1113,27,1,778.23
1847,702,620,2,648.24
1848,354,877,5,2993.45
1849,788,762,2,1815.62
1850,1045,786,2,330.38
1851,1302,789,4,802.12
1852,572,797,3,2958.99
1853,1102,895,2,20.92
1854,1855,87,1,338.12
1855,712,942,1,791.18
1856,1538,806,5,4035.5
1857,1822,399,5,972.15
1858,1499,726,5,2456.2
1859,282,956,5,2905.2
1860,575,355,4,1027.92
1861,1428,142,1,414.2
1862,194,224,5,3348.7
1863,334,672,3,826.59
1864,516,283,2,316.38
1865,1364,124,4,824.68
1866,268,73,3,63.39
1867,317,79,2,372.32
1868,518,936,2,252.68
1869,701,476,2,323.08
1870,1104,490,1,802.8
1871,1051,41,5,852.1
1872,1706,726,3,1473.72
1873,1133,629,5,4722.2
1874,990,656,5,4709.5
1875,745,579,1,95.97
1876,1705,446,4,3569.8
1877,938,468,5,901.95
1878,513,46,2,29.9
1879,1438,591,5,2070.55
1880,137,581,2,749.86
1881,494,183,3,532.02
1882,1147,514,1,641.95
1883,784,527,5,479.2
1884,634,588,4,2025.64
1885,385,250,5,3499.45
1886,243,26,2,53.34
1887,707,608,3,2661.42
1888,1580,557,2,796.88
1889,434,998,4,2827.88
1890,1113,260,4,3805.8
1891,333,226,2,881.38
1892,1345,341,1,136.38
1893,1249,434,4,1233.32
1894,140,632,5,4006.35
1895,949,509,4,2843.48
1896,412,374,5,1561.45
1897,1756,338,4,1209.48
1898,573,858,3,901.89
1899,216,920,5,3213.0
1900,499,493,1,697.15
1901,1562,531,5,3351.65
1902,1705,115,2,917.5
1903,1680,713,4,2623.4
1904,1306,84,2,416.16
1905,1,11,1,898.49
1906,150,951,4,2241.76
1907,1380,978,2,1028.56
1908,910,361,2,13.96
1909,1972,690,4,3694.28
1910,1163,341,4,545.52
1911,1233,778,1,864.58
1912,1247,881,4,1288.36
1913,931,452,3,636.57
1914,1895,314,5,1671.8
1915,1648,25,3,1691.04
1916,1332,526,5,1688.65
1917,1583,291,4,2069.16
1918,913,142,4,1656.8
1919,1618,750,3,27.6
1920,841,538,5,3592.5
1921,1351,340,5,2991.75
1922,22,629,3,2833.32
1923,590,687,2,837.6
1924,550,600,4,1766.72
1925,1386,211,5,1030.85
1926,1122,859,4,3854.84
1927,393,198,2,1084.48
1928,1416,801,4,3412.44
1929,1847,854,5,2647.0
1930,1972,838,4,2500.84
1931,1768,846,2,750.08
1932,744,13,5,3945.95
1933,409,415,3,2583.63
1934,914,898,3,2781.51
1935,315,80,5,4095.25
1936,957,130,3,1384.83
1937,1820,206,5,2197.6
1938,486,161,5,2858.5
1939,142,103,4,606.4
1940,1893,24,2,939.04
1941,231,419,4,2420.6
1942,1284,678,2,664.24
1943,1884,901,4,3555.92
1944,1967,678,1,332.12
1945,1845,980,1,847.43
1946,408,96,2,845.78
1947,1909,981,2,969.7
1948,825,738,4,2566.36
1949,1026,476,1,161.54
1950,932,709,5,3577.6
1951,1150,173,5,1396.2
1952,467,934,1,465.87
1953,918,219,3,1526.46
1954,1233,899,4,304.96
1955,1422,712,5,4728.85
1956,500,14,4,2731.6
1957,1016,464,1,562.64
1958,1320,241,3,2719.26
1959,1307,113,3,1565.7
1960,675,260,4,3805.8
1961,1302,226,3,1322.07
1962,1399,878,2,1925.26
1963,55,742,5,1798.2
1964,1388,181,2,1764.58
1965,1008,512,5,4247.5
1966,1610,674,5,3079.0
1967,882,913,1,602.09
1968,665,498,2,985.9
1969,1664,664,3,2619.72
1970,1549,419,4,2420.6
1971,1915,750,5,46.0
1972,399,344,3,177.84
1973,1771,681,2,779.84
1974,1411,768,4,1109.2
1975,344,130,2,923.22
1976,294,903,2,1301.14
1977,387,410,4,447.08
1978,770,129,1,416.85
1979,311,898,2,1854.34
1980,1112,764,5,1942.75
1981,823,527,1,95.84
1982,1023,681,4,1559.68
1983,41,983,4,1201.56
1984,1889,431,3,1395.18
1985,1253,348,4,2111.2
1986,245,792,4,2364.0
1987,652,588,1,506.41
1988,846,773,1,205.78
1989,99,866,3,643.71
1990,491,754,3,1946.22
1991,1412,688,5,1231.5
1992,1517,781,5,4210.65
1993,631,78,5,2562.4
1994,1545,123,4,827.48
1995,1639,225,1,72.38
1996,1701,618,5,1735.1
1997,688,883,2,1740.04
1998,692,59,4,2582.68
1999,1623,987,5,2342.7
2000,507,25,3,1691.04
2001,385,488,4,3234.88
2002,1818,657,4,1972.32
2003,1531,274,1,420.27
2004,190,166,1,806.31
2005,1405,539,2,81.1
2006,139,513,3,2966.49
2007,1584,299,4,3645.16
2008,865,150,5,4337.25
2009,632,481,3,547.02
2010,449,936,1,126.34
2011,1117,473,5,4317.0
2012,1173,728,5,3003.35
2013,1073,676,3,1176.66
2014,422,81,1,97.56
2015,1114,19,3,2678.1
2016,1946,595,1,826.51
2017,279,609,2,343.4
2018,1681,547,4,3399.76
2019,502,986,4,2074.84
2020,831,481,4,729.36
2021,1791,217,3,2688.27
2022,1794,167,3,272.22
2023,1065,525,4,2472.2
2024,1062,170,2,146.38
2025,860,701,5,3316.35
2026,546,76,4,1652.92
2027,874,95,2,1795.84
2028,732,477,1,556.01
2029,948,516,2,1787.5
2030,821,152,1,869.7
2031,603,273,1,611.47
2032,1580,926,4,2122.52
2033,1265,40,5,3661.25
2034,1984,608,2,1774.28
2035,378,649,4,1184.6
2036,463,390,5,230.05
2037,1323,907,3,1251.36
2038,1994,753,5,2841.8
2039,1765,677,4,746.2
2040,246,954,5,1231.15
2041,1644,540,3,1683.87
2042,280,755,4,1000.84
2043,741,19,3,2678.1
2044,1036,222,5,4804.0
2045,585,878,5,4813.15
2046,1275,552,1,999.06
2047,1797,619,5,725.9
2048,1020,266,5,4593.65
2049,788,116,4,914.88
2050,1346,14,2,1365.8
2051,1170,517,1,290.18
2052,368,411,3,2194.56
2053,858,63,1,997.03
2054,100,650,4,1464.04
2055,125,785,5,937.75
2056,742,734,5,3747.85
2057,1090,598,3,2915.79
